               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
196,0.021441,0.027679,0.0061619,0.9894,0.9972,0.99315,0.84711,0.015449,0.012439,0.0019431,0.0091817,0.0091817,0.0091817
197,0.022611,0.026531,0.006248,0.98947,0.97809,0.99067,0.84255,0.014586,0.011921,0.0024597,0.0091735,0.0091735,0.0091735
198,0.021949,0.027148,0.0057474,0.98788,0.98316,0.99218,0.84586,0.015373,0.012224,0.0026616,0.0091653,0.0091653,0.0091653
199,0.023638,0.025761,0.0075223,0.96007,0.95339,0.98628,0.83757,0.014498,0.012537,0.0045076,0.0091571,0.0091571,0.0091571
200,0.023645,0.02671,0.0067686,0.9716,0.97311,0.99331,0.81564,0.017868,0.012981,0.0036767,0.0091489,0.0091489,0.0091489
201,0.023546,0.02691,0.0066467,0.94905,0.95457,0.97912,0.83291,0.014963,0.013683,0.0059749,0.0091406,0.0091406,0.0091406
202,0.022652,0.028632,0.0071467,0.98119,0.97709,0.99106,0.85349,0.01535,0.013094,0.003354,0.0091322,0.0091322,0.0091322
203,0.019859,0.023548,0.0071056,0.99124,0.98363,0.99476,0.86123,0.013491,0.012669,0.0026488,0.0091239,0.0091239,0.0091239
204,0.021748,0.025633,0.0064944,0.98862,0.9838,0.99381,0.86003,0.01445,0.01191,0.0027004,0.0091155,0.0091155,0.0091155
205,0.023416,0.029841,0.0057027,0.99195,0.98256,0.99397,0.85789,0.014679,0.012124,0.0041343,0.0091071,0.0091071,0.0091071
206,0.020008,0.024261,0.0059,0.98349,0.98971,0.9933,0.83576,0.014756,0.011711,0.0029327,0.0090986,0.0090986,0.0090986
207,0.025176,0.028089,0.0054184,0.98597,0.98763,0.99392,0.79121,0.018163,0.012519,0.0025612,0.0090901,0.0090901,0.0090901
208,0.020699,0.026384,0.0061878,0.98253,0.977,0.99395,0.85972,0.014513,0.011761,0.0088931,0.0090815,0.0090815,0.0090815
209,0.020905,0.023904,0.0065882,0.96213,0.97708,0.98799,0.83381,0.016298,0.011925,0.0095388,0.009073,0.009073,0.009073
210,0.020791,0.02497,0.0063547,0.96886,0.96893,0.98897,0.85145,0.01528,0.011976,0.0090047,0.0090643,0.0090643,0.0090643
211,0.022467,0.026248,0.0069328,0.97694,0.97878,0.9913,0.83162,0.016844,0.012741,0.0056491,0.0090557,0.0090557,0.0090557
212,0.021951,0.025261,0.0064681,0.9763,0.97844,0.9921,0.84074,0.014506,0.012096,0.002834,0.009047,0.009047,0.009047
213,0.019394,0.026714,0.0050982,0.98368,0.95452,0.99342,0.86697,0.012514,0.011387,0.0025445,0.0090383,0.0090383,0.0090383
214,0.020983,0.023816,0.0062186,0.97042,0.97338,0.98655,0.83899,0.014498,0.011748,0.0031383,0.0090295,0.0090295,0.0090295
215,0.021703,0.025378,0.0059296,0.95242,0.97604,0.98476,0.84498,0.013565,0.011733,0.0036044,0.0090208,0.0090208,0.0090208
216,0.020632,0.025713,0.0058751,0.98681,0.98649,0.9934,0.84963,0.014956,0.011373,0.0021605,0.0090119,0.0090119,0.0090119
217,0.020568,0.024225,0.0060211,0.97551,0.99322,0.99401,0.87274,0.013467,0.011363,0.0021748,0.0090031,0.0090031,0.0090031
218,0.026142,0.02693,0.0062159,0.99573,0.99154,0.99492,0.82927,0.016017,0.012361,0.0018566,0.0089942,0.0089942,0.0089942
219,0.023654,0.025626,0.0059625,0.99636,0.99625,0.995,0.86589,0.014777,0.011605,0.0017388,0.0089853,0.0089853,0.0089853
220,0.019714,0.0253,0.0053965,0.99947,0.98968,0.99491,0.88171,0.012998,0.011528,0.001733,0.0089763,0.0089763,0.0089763
221,0.021734,0.026895,0.005549,0.99284,0.99671,0.99476,0.88119,0.013663,0.011323,0.0017934,0.0089673,0.0089673,0.0089673
222,0.022854,0.02635,0.0066099,0.99239,0.99614,0.99451,0.88865,0.013546,0.011248,0.0017414,0.0089583,0.0089583,0.0089583
223,0.020977,0.024117,0.0063397,0.98334,0.99129,0.99497,0.85992,0.014531,0.01147,0.0019865,0.0089492,0.0089492,0.0089492
224,0.019589,0.025031,0.0050655,0.99441,0.99463,0.99485,0.86486,0.01312,0.010919,0.0018342,0.0089401,0.0089401,0.0089401
225,0.021839,0.025075,0.0060325,0.9754,0.98984,0.99367,0.87355,0.014429,0.011433,0.0042828,0.008931,0.008931,0.008931
226,0.020581,0.025917,0.0052213,0.96889,0.98901,0.99144,0.87625,0.012154,0.011181,0.002788,0.0089218,0.0089218,0.0089218
227,0.021562,0.028259,0.0052654,0.9733,0.99119,0.99327,0.85066,0.014919,0.01152,0.002264,0.0089126,0.0089126,0.0089126
228,0.019302,0.023947,0.0052727,0.98038,0.98138,0.99281,0.88447,0.01214,0.011237,0.0021999,0.0089034,0.0089034,0.0089034
229,0.018625,0.023477,0.0055405,0.98155,0.9866,0.99259,0.84546,0.013596,0.01142,0.0020078,0.0088941,0.0088941,0.0088941
230,0.020129,0.0264,0.0051682,0.98268,0.98054,0.98795,0.86435,0.012741,0.011417,0.0020712,0.0088848,0.0088848,0.0088848
231,0.019221,0.029033,0.0048293,0.98972,0.98176,0.99104,0.8836,0.011214,0.010783,0.0018155,0.0088755,0.0088755,0.0088755
232,0.016793,0.022515,0.0052616,0.98928,0.98752,0.99303,0.87947,0.012149,0.011116,0.0017887,0.0088661,0.0088661,0.0088661
233,0.020266,0.026371,0.0055272,0.98532,0.98679,0.99318,0.88511,0.012414,0.010843,0.0019279,0.0088567,0.0088567,0.0088567
234,0.019029,0.025066,0.0049502,0.98116,0.98115,0.99061,0.88138,0.013259,0.011038,0.002321,0.0088473,0.0088473,0.0088473
235,0.019125,0.024477,0.0049554,0.95144,0.96746,0.98594,0.87067,0.012397,0.011113,0.0041041,0.0088378,0.0088378,0.0088378
236,0.018683,0.023284,0.0053573,0.97382,0.97938,0.98967,0.86063,0.012401,0.0111,0.002811,0.0088283,0.0088283,0.0088283
237,0.018042,0.024365,0.0045241,0.99607,0.99207,0.995,0.867,0.012286,0.010793,0.001699,0.0088188,0.0088188,0.0088188
238,0.021148,0.026566,0.0048627,0.99175,0.99308,0.99224,0.87616,0.013022,0.011018,0.0018603,0.0088092,0.0088092,0.0088092
239,0.019353,0.024416,0.0052688,0.99564,0.99458,0.995,0.89628,0.012924,0.010594,0.0016066,0.0087996,0.0087996,0.0087996
240,0.01772,0.02452,0.0048935,0.99616,0.99054,0.99491,0.88953,0.012824,0.010504,0.0015977,0.00879,0.00879,0.00879
241,0.018673,0.024235,0.0057903,0.99402,0.99028,0.99498,0.89847,0.011107,0.00985,0.0017902,0.0087804,0.0087804,0.0087804
242,0.020369,0.024844,0.0046151,0.99456,0.98927,0.99475,0.89413,0.011655,0.010122,0.0017951,0.0087707,0.0087707,0.0087707
243,0.018385,0.021918,0.0057527,0.99352,0.99409,0.99483,0.8801,0.012285,0.010073,0.0015984,0.0087609,0.0087609,0.0087609
244,0.017388,0.022852,0.0059274,0.99676,0.99243,0.99478,0.89315,0.011482,0.01,0.001529,0.0087512,0.0087512,0.0087512
245,0.017384,0.021909,0.0058635,0.97478,0.98402,0.99353,0.87824,0.012577,0.011119,0.0024825,0.0087414,0.0087414,0.0087414
246,0.019295,0.024077,0.0055677,0.98051,0.97504,0.99355,0.87984,0.011821,0.010871,0.0028989,0.0087316,0.0087316,0.0087316
247,0.017947,0.024204,0.0054866,0.99696,0.99232,0.99498,0.88588,0.012138,0.010717,0.0015812,0.0087217,0.0087217,0.0087217
248,0.019304,0.024275,0.0053279,0.99098,0.9759,0.99326,0.8833,0.013434,0.011516,0.0025767,0.0087118,0.0087118,0.0087118
249,0.017762,0.023318,0.0049392,0.98721,0.99132,0.99397,0.88577,0.011906,0.010518,0.0027718,0.0087019,0.0087019,0.0087019
250,0.016786,0.023014,0.0049907,0.97698,0.98961,0.9931,0.8731,0.011711,0.010684,0.0032397,0.008692,0.008692,0.008692
251,0.01778,0.02462,0.0045879,0.96459,0.98397,0.98946,0.85189,0.012741,0.011615,0.0035076,0.008682,0.008682,0.008682
252,0.017276,0.022514,0.0052315,0.93868,0.93019,0.98207,0.87222,0.01263,0.011419,0.0050466,0.008672,0.008672,0.008672
253,0.019973,0.024599,0.0045449,0.97132,0.97606,0.99167,0.8703,0.013088,0.010944,0.0025102,0.0086619,0.0086619,0.0086619
254,0.016394,0.023502,0.0047292,0.99626,0.99519,0.99499,0.87362,0.012477,0.011007,0.0016805,0.0086519,0.0086519,0.0086519
255,0.018326,0.024508,0.0045682,0.99805,0.99202,0.99492,0.8844,0.012753,0.010874,0.0013486,0.0086417,0.0086417,0.0086417
256,0.019221,0.024787,0.0045551,0.99807,0.9956,0.995,0.8919,0.012057,0.010402,0.0011522,0.0086316,0.0086316,0.0086316
257,0.017569,0.022023,0.0029762,0.99808,0.99447,0.995,0.90023,0.011799,0.010323,0.0013721,0.0086214,0.0086214,0.0086214
